ID,Title,Genres,Synopsis,Rating,Image
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,"Avant Garde, Drama, Fantasy, Girls Love","All eyes are on Utena Tenjou, a mysterious transfer student to Ohtori Academy. But Utena's eyes seem to be fixed on one familiar face that stands out among the rest—Touga Kiryuu, Utena's childhood friend. Touga knows of Utena's past and possesses knowledge of the Mark of the Rose, a set of unique rings worn by those who compete for the hand of the Rose Bride. The Rose Bride, Himemiya Anthy, belongs to whomever wins her in a duel, and the one that wins all the duels is said to be given the power to bring revolution to the world. Utena is drawn into the duels, but Touga and their complicated history together may end up unraveling everything. Nothing is as it seems in this retelling of the original anime series.  [Written by MAL Rewrite]","7,66",https://cdn.myanimelist.net/images/anime/1268/107516.jpg
442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,"Action, Adventure, Fantasy","Naruto Uzumaki and his squadmates, Sasuke Uchiha and Sakura Haruno, are sent on a mission to escort a movie crew on its way to film in the Land of Snow. They soon find out that they are accompanying a famous actress, Yukie Fujikaze, who persistently refuses to travel there, making the trip far more difficult than originally intended. After a surprising encounter with ninjas from the Land of Snow, Naruto discovers that there is more to Yukie than meets the eye.   Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! follows the group as they attempt to overcome the obstacles in the Land of Snow and unveil Yukie's true purpose there as well.  [Written by MAL Rewrite]","7,12",https://cdn.myanimelist.net/images/anime/1231/134484.jpg
443,Onegai☆Teacher: Himitsu na Futari,"Comedy, Romance, Sci-Fi, Ecchi","Kei and Mizuho are having some marital difficulties, and Mizuho's family decides it's high time for a visit.   (Source: ANN)","7,27",https://cdn.myanimelist.net/images/anime/5/33671.jpg
444,Maria-sama ga Miteru: Haru,"Drama, Girls Love","The spring term is beginning for the students at Lillian Girls' Academy. Friends are reunited, but for the Yamayuri Council, it's a bittersweet time. Yoko, Eriko, and Sei are busy preparing to depart Lillian while Sachiko, Rei, and Shimako are doing their best to ensure that their dear sisters receive a memorable commencement.  Sei's departure will leave a sizable hole in the White Roses, and filling it won't be easy. But is there anyone who could appeal to Shimako enough to become the next Rosa Gigantea en bouton?  (Source: RightStuf)","7,62",https://cdn.myanimelist.net/images/anime/9/75208.jpg
445,Tales of Eternia The Animation,"Adventure, Comedy, Fantasy, Romance","In order to prevent the catastrophe called the Grand Fall, Rid Hershel and his companions Farah, Keel and Meredy have obtained the three Greater Spirits (""Craymels"" in the game version) of Inferia. En route to Mount Farlos, Rid is kidnapped by the bounty hunter Marone Blucarno, and the party is compelled to head to Belcarnu, an archipelago far from the major cities of Inferia. A series of adventures forces them to remain on the islands, where a more immediate threat to Inferia sleeps.  (Source: ANN)","6,18",https://cdn.myanimelist.net/images/anime/11/42089.jpg
446,Weiß Kreuz Glühen,"Action, Drama","Koua is an academy that brings Japanese's most talented people and students together. The mission is to train talented people to bear the world's future leadership. However, recently, the suicide rate in the academy is increasing and there is hardly any information being released to the public.   Fujimiya Aya is sent to infiltrate this school carrying out criminal investigation and disguise himself as a teacher. In fact, actually, there is a connection between Koua academy and the global terrorist activities that are frequently occur. Therefore Persia assigns Hidaka Ken and Kudou Youji as well into this mission to solve the truth and connection of the incident behind Koua academy.   (Source: AniDB)","6,51",https://cdn.myanimelist.net/images/anime/9/23693.jpg
447,Weiß Kreuz,"Action, Drama","Aya, Youji, Ken, and Omi are the four young men who comprise Weiss Kreuz (WK), an assassin group that eliminates certain menaces to society. Each member has his own trademark fighting style. Aya is adept at fighting with a katana, Youji has mastered the art of strangulation via strings, Ken is lethal with his metal claws, while Omi specializes in a wide array of projectiles. Under the command of a mysterious man known only as ""Persia"", the WK is dispatched to take care of drug rings, terrorist factions, and the like. But as things go along, they discover that most, if not all, the bad elements they have dealt with are somehow connected to the Takatori family. The Takatori family is rich, powerful, and influential. It seems if the problem is to be nipped in the bud, the WK would have to put an end to one of Japan's most prominent clans.  (Source: AniDB)","6,67",https://cdn.myanimelist.net/images/anime/13/23697.jpg
448,Tenjou Tenge: The Ultimate Fight,"Action, Drama, Romance, Supernatural","Continues from where the original series left off. The characters try to settle their conflicts with each other in this 2 episode OAV. Aya confronts her sister Maya about Nagi, while Nagi receives a challenge from Mitsuomi to fight to the death. Meanwhile, Bob trains as hard as he can for the tournament.   (Source: ANN)",7,https://cdn.myanimelist.net/images/anime/11/7362.jpg
449,InuYasha Movie 4: Guren no Houraijima,"Action, Adventure, Fantasy, Romance","Hourai is a mysterious island that appears for a limited period once every 50 years. Some say that the isle holds the secret of eternal youth; others believe that it brings disaster to their land. When Inuyasha's group saves a half-demon child from being hunted by a monstrous creature, they learn that her name is Ai and that she fled from Hourai. Surprisingly, the girl is an acquaintance of Inuyasha and begs him to rescue her friends, who are being held prisoner by vicious demons calling themselves the Four War Gods—an enemy Inuyasha remembers well.  Upon reaching Hourai, Ai's guests are horrified to discover that only a handful of orphans still inhabit the island and are destined to become sacrifices to increase the Four War Gods' powers. Furthermore, the victims bear their oppressors' enchanted mark, which prevents them from escaping. Defeating the four demons remains Inuyasha's most viable option, but their superiority in strength will require daring initiatives achievable only by the group's combined teamwork.  [Written by MAL Rewrite]","7,55",https://cdn.myanimelist.net/images/anime/1216/94369.jpg
450,InuYasha Movie 2: Kagami no Naka no Mugenjou,"Action, Adventure, Fantasy, Romance","Fortune smiles on Inuyasha and his allies when they finally defeat their nemesis Naraku, who has caused them unrelenting hardships. Overjoyed by the long-awaited victory, they all hurry to resume their former lives, unaware that danger still lurks around. Kanna and Kagura, two of Naraku's subordinates, make arrangements to set free a sealed demonic entity that claims to be Kaguya, the legendary Princess of the Heavens.  Although preoccupied with their own endeavors, Inuyasha's group members reunite by a string of unusual coincidences involving Kanna and Kagura along with an inexplicable phenomenon of repeated full-moon nights. Upon realizing that Kaguya is behind the troubling events and that she holds a terrible power, they join forces once more to stop the disastrous fate she has planned for the world.  [Written by MAL Rewrite]","7,67",https://cdn.myanimelist.net/images/anime/1162/92219.jpg
451,InuYasha Movie 3: Tenka Hadou no Ken,"Action, Adventure, Fantasy, Romance","Following Inu no Taishou's death, his swords Tenseiga and Tessaiga were passed on to his sons, Sesshoumaru and Inuyasha respectively. However, there exists one more blade. During a visit to his friend Kagome Higurashi in modern times, Inuyasha encounters Sounga—his father's third sword. Found by one of Kagome's ancestors inside the old well that connects the past to the future, Sounga has been kept for years as a treasured artifact at the Higurashi shrine. Nevertheless, it soon reveals itself to harbor an evil spirit with a terrible urge to kill.   While struggling to subdue its calamitous nature, Inuyasha manages to bring Sounga back to the feudal era where he must confront his brother Sesshoumaru, who has always desired to possess it. But when they lose track of the sword during their fight, the siblings engage in a fervent competition to find it, still unaware of its secret and the legacy that Inu no Taishou has left for them.  [Written by MAL Rewrite]","7,8",https://cdn.myanimelist.net/images/anime/1658/95332.jpg
